@relation refinedData-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute ageDifference numeric
@attribute weightDifference numeric
@attribute heightDifference numeric
@attribute ref {'Helio Vigio','Joao Alberto Barreto','John McCarthy',N/A,'Joe Hamilton','Mason White','Larry Landless','Herb Dean','Cecil Peoples','Steve Mazzagatti','Jon Schorle','Mario Yamasaki','Yves Lavigne','Troy Waugh','Jorge Alonso','Marco Lopez','Mark Matheny','Kerry Hatley','Dan Miragliotta','Kevin Mulhall','Josh Rosenthal','Jerry Krzys','Adam Martinez','Tim Mills','Philippe Chartier','Daryl Guthmiller','Nick Gamst','Josh Arney','Mark Powell','Jim Axtel','Marc Goddard','Leon Roberts','David Smith','Todd Frederickson','Marc Fennell','Mike Reid','Al Coley','Donnie Jessup','Jorge Ortiz','Rick Fike','Kim Winslow','Keith Peterson','Dave Hagen','Dave Hagan','Shawn Gregory','Kevin Nix','Tom Jones','Gary Ritter','Don Turnage','Jason Herzog','Greg Franklin','John Sharp','Steve Perceval','Tom Johnson','Dale Frye','Bill Clancy','Phillipe Chatrier','Marc-Andre Cote','Kevin Dornan','Tony Williamson','Marcos Rosales','Rob Hinds','Jeff Malott','Marc Fennel','Chris Tognoni','Gary Copeland','Chris Kinman','Kevin MacDonald','Anthony Hamlett','Jerin Valel','Chip Snider','Myron Gaudet','Fernando Yamasaki','Jacob Montalvo','Dan Stell','Jason McCoy','Robert Madrigal','Jim Axtell','Bo Nesslein','Kristian Hacklou','Marko Gyllenland','Robert Sundel','Blake Grice','Will Fisher','Todd McGovern','Rick McCoy','Chris Adams','Frank Gentile','Gasper Oliver','Luis Cobian','Steve Newport','Neil Hall','Thomas Fan','Mike Beltran','Adam Cheadle','Randy Corley','Al Wichgers','Todd Anderson','Jay Stafin','Cameron Quinn','George Allen','Rob Madrigal','Otto Torriero','Osiris Maia','Grant Waterman','Wernei Cardoso','Jorge Alsonso','Mark Smith','Wolf Menninger','Raul Porrata','Frank Collazo','Peter Hickmott','Vitor Ribeiro','Liam Kerrigan','Steven Davis','Cyril Desjardins','Brad Jardine','Bobby Rehman','Eduardo Herdy','Al Guinee','Gary Forman','Bryan Miner','Kevin Sataki','Don Thais','Camila Albuquerque','Mike King','Lukasz Bosacki','Marco Goddard','Greg Kleynjans','Terry Hill','Gabe Barahona','Jordan Bass','Robbie Scheuermann','James Warring','Josh Ward','David Ferguson','Neil Swailes','Joe Solis','Piotr Michalak','John Hosegood','Steve Rita','Bill Bookwalter','James Chappell'}
@attribute round numeric
@attribute weightClass {Middleweight,'Light Heavyweight',Heavyweight,Welterweight,'Super Heavyweight',N/A,Lightweight,Bantamweight,Featherweight,Flyweight,Strawweight,Atomweight}
@attribute method {Submission,TKO,KO,Draw,Decision,DQ,NC,No}

@data
9,0,2,'Josh Rosenthal',3,Welterweight,Decision
1,0,2,'Daryl Guthmiller',2,Flyweight,TKO
0,15,1,'Nick Gamst',1,Lightweight,TKO
7,0,1,'Josh Rosenthal',2,Lightweight,KO
6,0,4,'Daryl Guthmiller',2,Welterweight,KO
2,0,2,'Josh Rosenthal',3,Lightweight,Decision
1,15,1,'Herb Dean',1,Welterweight,Submission
1,0,3,'Daryl Guthmiller',3,Featherweight,Decision
4,0,1,'Nick Gamst',2,Flyweight,Submission
2,20,1,'Marc Goddard',1,Middleweight,TKO
8,17,1,'Mario Yamasaki',2,Heavyweight,Submission
1,0,1,'Mario Yamasaki',2,'Light Heavyweight',TKO
6,13,1,'Marc Goddard',3,Middleweight,Decision
3,0,1,'Marc Goddard',2,'Light Heavyweight',Submission
7,0,2,'Mario Yamasaki',1,Welterweight,Submission
2,0,1,'Fernando Yamasaki',2,Featherweight,TKO
5,0,2,'Marc Goddard',3,Lightweight,Decision
1,0,0,'Fernando Yamasaki',3,Featherweight,Decision
5,14,4,'Mario Yamasaki',3,Welterweight,Submission
5,20,1,'Marc Goddard',3,Middleweight,Decision
1,0,1,'Fernando Yamasaki',3,Lightweight,Decision
2,0,3,'Marc Goddard',1,Middleweight,KO
1,5,2,'Steve Perceval',3,Heavyweight,No
0,0,2,'Marc Goddard',3,Welterweight,Decision
2,0,0,'Steve Perceval',3,Lightweight,Decision
6,10,1,'Marc Goddard',3,Lightweight,Decision
5,0,2,'Steve Perceval',3,Bantamweight,Decision
1,0,2,'Marc Goddard',3,Bantamweight,Decision
14,1,3,'Steve Perceval',3,Flyweight,Decision
?,?,?,'Marc Goddard',3,Middleweight,Decision
3,0,3,'Yves Lavigne',5,Welterweight,Decision
1,0,3,'Dan Miragliotta',1,Welterweight,KO
2,35,0,'Philippe Chartier',3,Welterweight,Decision
3,0,0,'Yves Lavigne',3,Lightweight,Decision
1,0,5,'Marc-Andre Cote',3,Featherweight,Decision
1,15,2,'Dan Miragliotta',1,Welterweight,DQ
5,0,3,'Marc-Andre Cote',1,'Light Heavyweight',Submission
1,0,1,'Marc-Andre Cote',3,Lightweight,Decision
1,0,1,'Dan Miragliotta',3,Featherweight,Decision
3,5,4,'Yves Lavigne',3,Welterweight,Decision
8,0,3,'Philippe Chartier',1,Bantamweight,Submission
3,19,1,'Marc-Andre Cote',3,Featherweight,Decision
2,0,3,'Herb Dean',5,Lightweight,Decision
6,0,3,'Dan Miragliotta',3,'Light Heavyweight',Decision
11,25,2,'Herb Dean',3,Welterweight,Decision
2,0,1,'Dan Miragliotta',2,Welterweight,KO
10,10,1,'Steve Newport',1,Lightweight,KO
2,0,1,'Steve Newport',3,Bantamweight,Decision
3,0,1,'Dan Miragliotta',3,Lightweight,Decision
2,0,1,'Anthony Hamlett',2,Lightweight,KO
0,0,2,'Anthony Hamlett',2,Lightweight,TKO
4,4,1,'Anthony Hamlett',3,Featherweight,Decision
4,2,4,'Herb Dean',1,Bantamweight,Submission
7,0,2,'Marc Goddard',3,Lightweight,TKO
1,0,2,'Steve Perceval',3,Middleweight,Decision
3,15,3,'John Sharp',3,Lightweight,Decision
2,0,1,'Marc Goddard',1,Welterweight,KO
4,0,3,'Steve Perceval',1,Featherweight,KO
2,20,1,'John Sharp',3,Middleweight,NC
1,0,7,'Marc Goddard',3,Welterweight,Decision
4,15,1,'Steve Perceval',1,Welterweight,KO
?,0,2,'John Sharp',3,Featherweight,Decision
1,0,3,'Marc Goddard',1,'Light Heavyweight',KO
2,6,3,'Herb Dean',1,Heavyweight,TKO
1,15,0,'Steve Mazzagatti',3,Welterweight,Decision
4,9,4,'Kim Winslow',2,Heavyweight,KO
4,20,3,'Herb Dean',1,Lightweight,Submission
9,0,1,'Steve Mazzagatti',1,Welterweight,TKO
4,10,0,'Kim Winslow',2,Bantamweight,KO
4,0,0,'Chris Tognoni',1,Lightweight,KO
7,3,1,'Herb Dean',2,Welterweight,TKO
1,1,1,'Steve Mazzagatti',1,Bantamweight,KO
3,10,1,'Kim Winslow',3,Lightweight,Submission
2,10,1,'Chris Tognoni',3,Flyweight,Decision
2,2,3,'Herb Dean',5,Heavyweight,Decision
1,0,1,'Yves Lavigne',3,Lightweight,Decision
2,20,0,'Kim Winslow',3,Middleweight,TKO
3,0,0,'Chris Tognoni',3,Middleweight,Decision
4,1,2,'Herb Dean',3,Middleweight,Decision
6,10,1,'Yves Lavigne',3,Bantamweight,Decision
6,0,1,'Kim Winslow',1,Bantamweight,TKO
1,0,1,'Chris Tognoni',3,Lightweight,Decision
2,0,1,'Herb Dean',3,Lightweight,Decision
1,7,1,'Yves Lavigne',1,Heavyweight,TKO
12,0,2,'Kim Winslow',3,Featherweight,Decision
3,0,3,'Chris Tognoni',3,Flyweight,Submission
2,0,2,'Dan Miragliotta',2,Middleweight,TKO
1,0,5,'Mario Yamasaki',3,Middleweight,Decision
2,5,2,'Marc Goddard',2,Heavyweight,Submission
4,10,3,'Dan Miragliotta',1,Lightweight,TKO
9,0,5,'Mario Yamasaki',3,Featherweight,Decision
2,20,0,'Marc Goddard',3,'Light Heavyweight',Decision
2,0,2,'Dan Miragliotta',3,Featherweight,Decision
2,10,1,'Mario Yamasaki',1,Lightweight,TKO
6,11,4,'Dan Miragliotta',1,Flyweight,NC
5,20,1,'Mario Yamasaki',2,Middleweight,Submission
8,0,4,'Marc Goddard',2,Lightweight,Submission
2,0,0,'John McCarthy',5,Flyweight,Decision
1,1,1,'Herb Dean',3,'Light Heavyweight',Decision
4,0,2,'Robert Madrigal',1,Lightweight,KO
6,0,2,'John McCarthy',2,Featherweight,TKO
1,0,0,'John McCarthy',1,Lightweight,KO
2,0,4,'Robert Madrigal',3,Featherweight,Decision
1,0,3,'Herb Dean',3,Welterweight,Decision
12,0,1,'John McCarthy',1,'Light Heavyweight',Submission
8,5,1,'Herb Dean',2,Heavyweight,TKO
5,15,2,'Robert Madrigal',3,Middleweight,Submission
5,15,1,'Herb Dean',3,Middleweight,Decision
5,0,1,'Steve Mazzagatti',5,Featherweight,Decision
3,0,3,'Yves Lavigne',3,'Light Heavyweight',Decision
1,7,1,'Herb Dean',3,Heavyweight,KO
1,13,0,'Kim Winslow',3,Welterweight,Decision
0,0,1,'Steve Mazzagatti',3,Flyweight,Decision
2,0,0,'Yves Lavigne',3,Lightweight,Decision
6,0,2,'Herb Dean',1,Welterweight,KO
6,15,1,'Kim Winslow',3,Lightweight,Submission
2,4,2,'Yves Lavigne',3,Welterweight,Decision
4,11,0,'Herb Dean',3,Bantamweight,Submission
3,0,1,'Kim Winslow',2,Bantamweight,TKO
4,1,1,'Marc Goddard',4,Bantamweight,Submission
6,10,2,'Kevin Mulhall',3,Featherweight,Decision
7,0,6,'Leon Roberts',1,'Light Heavyweight',TKO
8,0,2,'Marc Goddard',3,Welterweight,Decision
0,20,1,'Leon Roberts',3,Middleweight,Decision
4,15,4,'Kevin Mulhall',3,Welterweight,NC
1,1,5,'Marc Goddard',3,Lightweight,Decision
9,0,4,'Neil Hall',3,Lightweight,Decision
1,2,2,'Marc Goddard',3,Featherweight,Decision
1,18,2,'Kevin Mulhall',2,Middleweight,TKO
5,0,2,'Leon Roberts',3,Bantamweight,Decision
0,0,0,'Neil Hall',3,Flyweight,Decision
3,0,0,'John McCarthy',1,Bantamweight,Submission
8,0,0,'Herb Dean',3,Middleweight,Decision
3,0,0,'Jason Herzog',1,Bantamweight,Submission
1,0,0,'John McCarthy',3,Welterweight,Decision
5,0,1,'Herb Dean',1,Welterweight,TKO
6,15,1,'Jason Herzog',3,Heavyweight,Decision
3,0,4,'John McCarthy',2,Lightweight,Submission
5,0,2,'Herb Dean',3,Featherweight,Decision
0,1,0,'Jason Herzog',3,Lightweight,Decision
1,0,1,'John McCarthy',1,Welterweight,Submission
1,0,3,'Herb Dean',3,Welterweight,Decision
1,23,2,'Jason Herzog',3,Middleweight,Decision
4,0,3,'Marc Goddard',2,Middleweight,KO
14,3,14,'Herb Dean',3,Heavyweight,TKO
3,0,2,'Marc Goddard',3,Lightweight,Decision
3,15,5,'Herb Dean',3,Middleweight,Decision
3,10,1,'Marc Goddard',3,Bantamweight,Decision
3,0,2,'Herb Dean',3,Welterweight,Decision
6,0,1,'Thomas Fan',3,Middleweight,Decision
1,0,2,'Marc Goddard',3,Bantamweight,Decision
10,1,1,'Thomas Fan',3,Lightweight,Decision
1,0,0,'Herb Dean',3,Bantamweight,NC
2,15,2,'Thomas Fan',2,Welterweight,KO
0,15,5,'Marc-Andre Cote',1,Welterweight,TKO
2,10,1,'Yves Lavigne',2,Bantamweight,KO
2,1,6,'Philippe Chartier',3,Bantamweight,Decision
2,0,3,'Yves Lavigne',5,Welterweight,Decision
1,0,4,'Marc Goddard',3,Welterweight,Decision
6,15,3,'Philippe Chartier',1,Welterweight,KO
7,0,3,'Marc-Andre Cote',3,Middleweight,Decision
3,15,2,'Marc Goddard',3,Lightweight,Decision
1,1,1,'Philippe Chartier',3,Welterweight,Decision
5,0,2,'Yves Lavigne',1,Featherweight,TKO
8,15,2,'Marc-Andre Cote',1,Welterweight,TKO
0,0,0,'Marc Goddard',3,Lightweight,Decision
2,19,5,'Marc Goddard',3,Middleweight,Decision
2,1,2,'Leon Roberts',2,Lightweight,TKO
8,7,1,'Marc Goddard',1,Heavyweight,KO
6,10,0,'Leon Roberts',3,Flyweight,Decision
4,0,6,'Marko Gyllenland',1,Featherweight,Submission
4,0,0,'Kristian Hacklou',3,Featherweight,Decision
8,0,1,'Marko Gyllenland',3,Lightweight,Submission
?,14,0,'Marc Goddard',1,Middleweight,Submission
1,1,3,'Leon Roberts',3,Welterweight,Decision
3,10,4,'Robert Sundel',1,Featherweight,TKO
2,0,3,'Kristian Hacklou',3,Welterweight,Decision
6,13,0,'Marko Gyllenland',2,'Light Heavyweight',Submission
7,0,0,'Robert Sundel',3,Welterweight,Decision
3,0,1,'Steve Mazzagatti',4,Bantamweight,Submission
7,16,3,'Herb Dean',3,Welterweight,Decision
4,0,0,'Kim Winslow',3,Bantamweight,TKO
3,22,5,'Chris Tognoni',1,Heavyweight,KO
?,20,6,'Steve Mazzagatti',3,'Light Heavyweight',Submission
7,1,4,'Herb Dean',2,Middleweight,TKO
?,0,4,'Kim Winslow',3,Middleweight,Decision
?,0,?,'Chris Tognoni',1,Middleweight,TKO
4,14,1,'Steve Mazzagatti',3,Middleweight,KO
1,0,4,'Herb Dean',1,Featherweight,Submission
3,0,0,'Kim Winslow',3,Featherweight,Decision
5,10,1,'Chris Tognoni',1,Lightweight,Submission
1,2,0,'John McCarthy',5,Lightweight,Decision
0,57,4,'Herb Dean',3,'Light Heavyweight',Decision
7,2,2,'Mike Beltran',2,Lightweight,TKO
8,0,1,'John McCarthy',2,Welterweight,TKO
1,0,4,'Herb Dean',1,Featherweight,KO
5,0,1,'Mike Beltran',3,Welterweight,Decision
0,0,0,'John McCarthy',2,Lightweight,KO
5,0,2,'Herb Dean',2,Flyweight,KO
0,15,3,'Mike Beltran',3,Lightweight,Decision
4,0,0,'John McCarthy',1,Bantamweight,TKO
2,0,4,'Herb Dean',2,Lightweight,KO
4,0,0,'Mike Beltran',1,Middleweight,KO
10,0,3,'Keith Peterson',1,'Light Heavyweight',TKO
5,0,0,'Herb Dean',3,Middleweight,TKO
1,15,4,'Kevin Mulhall',1,Heavyweight,KO
0,0,1,'Dan Miragliotta',3,'Light Heavyweight',Decision
0,0,1,'Herb Dean',3,Lightweight,NC
1,0,0,'Dan Miragliotta',1,Lightweight,TKO
2,0,1,'Kevin Mulhall',3,'Light Heavyweight',TKO
9,20,0,'Gasper Oliver',1,Bantamweight,TKO
1,0,0,'Keith Peterson',3,Bantamweight,Submission
8,25,3,'Dan Miragliotta',3,Welterweight,Decision
?,19,0,'Gasper Oliver',3,Welterweight,Decision
7,0,3,'Leon Roberts',1,Middleweight,KO
7,1,3,'Mario Yamasaki',1,Middleweight,TKO
3,0,1,'Kevin Mulhall',3,Lightweight,Decision
4,30,1,'Leon Roberts',3,Middleweight,Decision
0,0,0,'Mario Yamasaki',3,Featherweight,Decision
3,0,2,'Kevin Mulhall',1,Lightweight,Submission
0,0,1,'Leon Roberts',2,Lightweight,Submission
2,15,5,'Mario Yamasaki',3,Welterweight,Decision
0,13,6,'Kevin Mulhall',1,Bantamweight,KO
2,0,3,'Leon Roberts',3,'Light Heavyweight',Decision
0,9,7,'Mario Yamasaki',2,Flyweight,TKO
4,0,2,'Kevin Mulhall',3,Flyweight,Decision
2,0,2,'Mario Yamasaki',3,Featherweight,KO
3,23,3,'Mario Yamasaki',1,Heavyweight,TKO
10,23,6,'Steve Mazzagatti',3,Heavyweight,KO
2,20,1,'Herb Dean',1,'Light Heavyweight',Submission
5,0,2,'Chris Tognoni',1,Lightweight,TKO
1,13,0,'Mario Yamasaki',3,Lightweight,Decision
9,0,3,'Steve Mazzagatti',3,Welterweight,Decision
5,0,5,'Herb Dean',3,Featherweight,Decision
3,15,1,'Chris Tognoni',3,Middleweight,TKO
5,0,2,'Mario Yamasaki',3,Lightweight,Decision
7,9,1,'Steve Mazzagatti',3,Welterweight,Decision
1,0,6,'Herb Dean',2,Bantamweight,TKO
4,3,1,'Chris Tognoni',3,Featherweight,Decision
1,2,1,'Mario Yamasaki',2,Heavyweight,Submission
11,15,1,'Marc Goddard',2,Lightweight,Submission
2,3,1,'Dan Miragliotta',1,Heavyweight,KO
3,15,2,'Mario Yamasaki',1,Welterweight,Submission
?,0,0,'Dan Miragliotta',1,Middleweight,Submission
3,0,1,'Marc Goddard',1,Featherweight,TKO
0,0,0,'Mario Yamasaki',2,Bantamweight,Submission
1,10,1,'Dan Miragliotta',1,Bantamweight,TKO
3,15,4,'Marc Goddard',3,Middleweight,Decision
1,0,0,'Mario Yamasaki',3,Featherweight,Decision
2,20,1,'Dan Miragliotta',2,Middleweight,Submission
1,0,1,'Marc Goddard',1,Middleweight,Submission
9,20,2,'Herb Dean',3,'Light Heavyweight',Decision
6,4,4,'Jerin Valel',3,Heavyweight,Decision
2,0,2,'Yves Lavigne',3,'Light Heavyweight',Decision
7,1,2,'Herb Dean',3,Bantamweight,Decision
5,14,1,'Jerin Valel',1,Heavyweight,TKO
3,0,3,'Yves Lavigne',3,Welterweight,Decision
2,0,5,'Adam Cheadle',3,Lightweight,Submission
8,0,3,'Herb Dean',3,Welterweight,Decision
1,0,2,'Yves Lavigne',3,Bantamweight,Decision
2,11,1,'Jerin Valel',3,Lightweight,Decision
8,17,3,'Adam Cheadle',3,Bantamweight,Decision
9,0,0,'Herb Dean',2,Middleweight,KO
8,0,5,'Yves Lavigne',3,Featherweight,Decision
2,1,5,'Kim Winslow',3,Middleweight,Decision
3,20,1,'Steve Mazzagatti',3,Middleweight,Decision
4,0,0,'Herb Dean',3,Featherweight,TKO
6,15,2,'Yves Lavigne',3,Welterweight,Decision
1,1,0,'Steve Mazzagatti',3,Lightweight,Decision
5,35,2,'Kim Winslow',1,Heavyweight,KO
4,0,3,'Herb Dean',2,Lightweight,TKO
1,0,7,'Yves Lavigne',1,Welterweight,KO
1,15,4,'Steve Mazzagatti',2,Welterweight,TKO
2,0,3,'Herb Dean',5,Flyweight,Submission
4,0,2,'Herb Dean',3,Welterweight,Decision
3,1,1,'Dan Miragliotta',2,Welterweight,KO
7,20,4,'Herb Dean',2,Bantamweight,TKO
3,0,2,'Dan Miragliotta',2,Lightweight,Submission
5,15,5,'Dan Miragliotta',3,Lightweight,Decision
3,0,1,'Steve Newport',2,Lightweight,KO
9,0,2,'Steve Newport',3,Lightweight,Decision
1,20,1,'Herb Dean',3,'Light Heavyweight',Decision
3,0,4,'Randy Corley',3,Bantamweight,Decision
2,0,1,'Randy Corley',3,Lightweight,Decision
5,8,0,'Randy Corley',2,Featherweight,Submission
1,0,2,'Herb Dean',4,Featherweight,TKO
6,20,1,'Leon Roberts',3,'Light Heavyweight',Decision
1,2,1,'Mario Yamasaki',1,Middleweight,Submission
1,0,0,'Herb Dean',3,Middleweight,Decision
8,1,3,'Leon Roberts',2,Flyweight,TKO
12,0,0,'Mario Yamasaki',1,'Light Heavyweight',KO
1,21,0,'Herb Dean',1,Bantamweight,TKO
5,0,3,'Leon Roberts',1,Welterweight,Submission
4,2,2,'Mario Yamasaki',3,Flyweight,Decision
3,10,1,'Herb Dean',3,Bantamweight,Decision
4,0,4,'Leon Roberts',3,'Light Heavyweight',Decision
2,1,1,'Mario Yamasaki',1,Welterweight,TKO
4,0,0,'Herb Dean',1,'Light Heavyweight',Submission
2,21,2,'Mario Yamasaki',1,Heavyweight,KO
1,1,3,'Yves Lavigne',3,Bantamweight,Decision
6,0,1,'Kevin MacDonald',1,Welterweight,KO
1,15,5,'Mario Yamasaki',3,Welterweight,Decision
2,0,1,'Yves Lavigne',3,Lightweight,Decision
13,11,2,'Kevin MacDonald',2,Bantamweight,Submission
3,0,3,'Herb Dean',3,Featherweight,Decision
12,19,5,'Yves Lavigne',1,Welterweight,KO
2,10,0,'Mario Yamasaki',3,Featherweight,Decision
3,10,8,'Yves Lavigne',3,Bantamweight,Decision
2,0,0,'Herb Dean',1,'Light Heavyweight',KO
1,0,4,'Kevin MacDonald',1,Lightweight,Submission
2,0,1,'Herb Dean',4,Welterweight,TKO
1,0,2,'Dan Miragliotta',3,Lightweight,Decision
9,0,1,'Rob Hinds',1,Welterweight,Submission
6,15,0,'Herb Dean',3,Welterweight,Decision
6,0,1,'Gary Copeland',3,Bantamweight,Decision
4,5,4,'Dan Miragliotta',3,Middleweight,Decision
1,15,2,'Herb Dean',3,Middleweight,KO
2,15,4,'Rob Hinds',1,Welterweight,TKO
1,0,1,'Dan Miragliotta',3,Featherweight,Decision
3,15,5,'Herb Dean',1,Lightweight,Submission
3,0,2,'Gary Copeland',1,Welterweight,Submission
1,0,0,'Rob Hinds',2,Lightweight,NC
4,0,0,'Herb Dean',1,Lightweight,Submission
2,14,0,'Rob Hinds',1,Heavyweight,TKO
4,0,1,'Yves Lavigne',3,Featherweight,TKO
4,58,2,'Herb Dean',3,Heavyweight,TKO
1,10,1,'Rob Hinds',3,Lightweight,Decision
1,0,2,'Yves Lavigne',3,Lightweight,Decision
2,0,4,'Herb Dean',3,Flyweight,Decision
2,0,1,'Rob Hinds',1,Welterweight,KO
2,10,3,'Yves Lavigne',3,Flyweight,Decision
15,60,1,'Al Wichgers',3,Heavyweight,TKO
5,1,3,'Yves Lavigne',3,Lightweight,Decision
0,20,0,'Al Wichgers',1,Middleweight,Submission
4,0,0,'Herb Dean',1,'Light Heavyweight',TKO
2,1,2,'Leon Roberts',1,Middleweight,TKO
1,0,1,'Mario Yamasaki',1,Flyweight,TKO
9,0,1,'Neil Hall',2,Lightweight,Submission
1,1,2,'Leon Roberts',3,Middleweight,Decision
6,20,5,'Mario Yamasaki',3,Flyweight,TKO
4,10,4,'Neil Hall',3,Featherweight,Decision
2,0,3,'Herb Dean',1,Featherweight,TKO
0,0,0,'Leon Roberts',3,Lightweight,Decision
1,15,1,'Mario Yamasaki',3,Lightweight,Decision
4,14,1,'Neil Hall',3,Welterweight,Decision
0,0,0,'John McCarthy',5,'Light Heavyweight',Decision
3,0,0,'Yves Lavigne',2,Bantamweight,TKO
5,17,1,'Dan Miragliotta',1,Heavyweight,TKO
2,15,1,'John McCarthy',3,Welterweight,Decision
5,0,1,'Yves Lavigne',3,Lightweight,Decision
2,0,1,'John McCarthy',3,Lightweight,Decision
3,10,2,'Yves Lavigne',3,Flyweight,Decision
7,0,2,'John McCarthy',2,Welterweight,TKO
5,1,0,'Yves Lavigne',1,Bantamweight,TKO
2,1,0,'Todd Anderson',1,Lightweight,KO
2,1,3,'Yves Lavigne',3,Lightweight,Decision
5,0,0,'Todd Anderson',3,Bantamweight,Decision
7,12,3,'Dan Miragliotta',3,Heavyweight,KO
2,0,0,'Marc Goddard',5,Welterweight,Decision
3,0,2,'Mario Yamasaki',2,Welterweight,KO
6,3,1,'Keith Peterson',3,Heavyweight,Decision
1,20,0,'Mario Yamasaki',3,'Light Heavyweight',Decision
0,0,0,'Keith Peterson',1,Welterweight,Submission
4,0,1,'Mario Yamasaki',3,Bantamweight,Decision
2,15,1,'Marc Goddard',3,Welterweight,Decision
4,15,0,'Mario Yamasaki',3,Welterweight,Decision
1,2,0,'Keith Peterson',2,Flyweight,TKO
3,0,1,'Marc Goddard',1,Lightweight,TKO
2,2,3,'Herb Dean',5,Heavyweight,TKO
3,44,1,'Jacob Montalvo',3,'Light Heavyweight',Decision
1,2,1,'Kerry Hatley',3,Lightweight,Decision
5,7,2,'Jay Stafin',1,Heavyweight,KO
3,0,3,'Jacob Montalvo',1,Flyweight,KO
2,20,3,'Kerry Hatley',3,'Light Heavyweight',Decision
1,15,3,'Jay Stafin',1,Welterweight,KO
1,1,1,'Jacob Montalvo',3,Bantamweight,No
5,13,1,'Herb Dean',3,Welterweight,Decision
2,0,0,'Jay Stafin',1,Welterweight,KO
3,0,2,'Kerry Hatley',1,Lightweight,Submission
4,0,0,'Jacob Montalvo',2,Featherweight,TKO
3,27,4,'Herb Dean',2,Flyweight,TKO
1,0,2,'Neil Hall',2,'Light Heavyweight',TKO
2,0,1,'Leon Roberts',3,Lightweight,Decision
5,15,1,'Marc Goddard',1,Welterweight,Submission
7,1,3,'Neil Hall',1,Flyweight,KO
0,0,2,'Leon Roberts',3,Lightweight,Decision
2,15,5,'Marc Goddard',2,Middleweight,Submission
14,20,1,'Neil Hall',3,Strawweight,Decision
5,1,4,'Leon Roberts',3,Featherweight,Decision
4,0,0,'Neil Hall',2,Featherweight,TKO
0,7,1,'Marc Goddard',1,Middleweight,Submission
0,0,1,'Leon Roberts',1,Middleweight,KO
1,0,1,'Marc Goddard',1,Lightweight,NC
3,0,1,'Herb Dean',1,Middleweight,KO
0,1,1,'Gary Copeland',3,Bantamweight,Decision
11,5,3,'Mario Yamasaki',3,Middleweight,KO
2,0,1,'John McCarthy',3,Lightweight,Decision
0,15,1,'Gary Copeland',2,Lightweight,Submission
0,0,4,'John McCarthy',1,Lightweight,TKO
0,0,5,'Mario Yamasaki',2,Bantamweight,TKO
1,19,5,'Mario Yamasaki',3,Featherweight,Decision
4,1,4,'Herb Dean',1,Bantamweight,TKO
0,15,4,'Herb Dean',3,Welterweight,Decision
11,0,0,'John McCarthy',1,Lightweight,NC
6,0,0,'John McCarthy',3,Welterweight,Decision
3,1,0,'Gary Copeland',1,Middleweight,Submission
7,0,1,'Dan Miragliotta',1,Middleweight,KO
3,0,4,'Mario Yamasaki',3,Middleweight,Decision
1,0,0,'Kevin MacDonald',1,'Light Heavyweight',TKO
4,0,3,'Dan Miragliotta',1,Welterweight,KO
3,0,1,'Mario Yamasaki',3,Welterweight,Decision
2,0,2,'Kevin MacDonald',1,Featherweight,KO
1,0,1,'Dan Miragliotta',1,Featherweight,TKO
1,0,2,'Kevin MacDonald',1,Welterweight,KO
2,10,1,'Dan Miragliotta',1,Featherweight,Submission
3,1,2,'Mario Yamasaki',2,Lightweight,Submission
6,0,0,'Kevin MacDonald',3,Flyweight,TKO
2,0,1,'Mario Yamasaki',5,Welterweight,Decision
2,0,2,'Herb Dean',1,'Light Heavyweight',TKO
7,0,0,'Mario Yamasaki',3,Welterweight,Decision
5,0,1,'Herb Dean',1,Welterweight,KO
1,0,3,'Kim Winslow',3,Flyweight,Decision
2,0,1,'Mario Yamasaki',2,Lightweight,Submission
1,20,1,'Kim Winslow',3,Middleweight,Decision
4,0,2,'Herb Dean',3,Welterweight,Decision
5,0,1,'Kim Winslow',3,Bantamweight,Decision
1,15,0,'Mario Yamasaki',3,Lightweight,Decision
7,0,3,'Herb Dean',3,Flyweight,Decision
4,0,1,'Kim Winslow',2,'Light Heavyweight',TKO
6,0,4,'Yves Lavigne',1,Lightweight,TKO
12,19,0,'Mario Yamasaki',1,Bantamweight,TKO
2,0,3,'Yves Lavigne',2,Bantamweight,Submission
7,1,2,'Kim Winslow',3,Bantamweight,Decision
6,10,1,'Chris Tognoni',3,Bantamweight,Decision
1,0,0,'Mario Yamasaki',1,Featherweight,DQ
2,10,3,'Kim Winslow',3,Featherweight,Decision
3,1,2,'Chris Tognoni',3,Heavyweight,Decision
1,15,2,'Yves Lavigne',3,Welterweight,Decision
5,0,1,'Chris Tognoni',2,Flyweight,Submission
5,2,6,'Steve Perceval',5,Heavyweight,Draw
0,20,0,'John Sharp',1,'Light Heavyweight',KO
11,0,1,'John Sharp',3,'Light Heavyweight',Decision
2,28,5,'Steve Perceval',1,Heavyweight,KO
7,0,1,'Cameron Quinn',2,Middleweight,TKO
2,0,1,'Steve Perceval',3,Bantamweight,Decision
0,6,1,'John Sharp',3,Bantamweight,Decision
8,0,1,'Cameron Quinn',3,Middleweight,Decision
9,0,1,'Steve Perceval',1,Flyweight,TKO
2,0,5,'John Sharp',3,Middleweight,Decision
2,17,1,'Cameron Quinn',1,Welterweight,KO
2,0,1,'John McCarthy',1,Flyweight,KO
12,1,2,'Herb Dean',2,Bantamweight,Submission
