@relation refinedData-weka.filters.unsupervised.instance.RemovePercentage-P50.0-V

@attribute ageDifference numeric
@attribute weightDifference numeric
@attribute heightDifference numeric
@attribute ref {'Helio Vigio','Joao Alberto Barreto','John McCarthy',N/A,'Joe Hamilton','Mason White','Larry Landless','Herb Dean','Cecil Peoples','Steve Mazzagatti','Jon Schorle','Mario Yamasaki','Yves Lavigne','Troy Waugh','Jorge Alonso','Marco Lopez','Mark Matheny','Kerry Hatley','Dan Miragliotta','Kevin Mulhall','Josh Rosenthal','Jerry Krzys','Adam Martinez','Tim Mills','Philippe Chartier','Daryl Guthmiller','Nick Gamst','Josh Arney','Mark Powell','Jim Axtel','Marc Goddard','Leon Roberts','David Smith','Todd Frederickson','Marc Fennell','Mike Reid','Al Coley','Donnie Jessup','Jorge Ortiz','Rick Fike','Kim Winslow','Keith Peterson','Dave Hagen','Dave Hagan','Shawn Gregory','Kevin Nix','Tom Jones','Gary Ritter','Don Turnage','Jason Herzog','Greg Franklin','John Sharp','Steve Perceval','Tom Johnson','Dale Frye','Bill Clancy','Phillipe Chatrier','Marc-Andre Cote','Kevin Dornan','Tony Williamson','Marcos Rosales','Rob Hinds','Jeff Malott','Marc Fennel','Chris Tognoni','Gary Copeland','Chris Kinman','Kevin MacDonald','Anthony Hamlett','Jerin Valel','Chip Snider','Myron Gaudet','Fernando Yamasaki','Jacob Montalvo','Dan Stell','Jason McCoy','Robert Madrigal','Jim Axtell','Bo Nesslein','Kristian Hacklou','Marko Gyllenland','Robert Sundel','Blake Grice','Will Fisher','Todd McGovern','Rick McCoy','Chris Adams','Frank Gentile','Gasper Oliver','Luis Cobian','Steve Newport','Neil Hall','Thomas Fan','Mike Beltran','Adam Cheadle','Randy Corley','Al Wichgers','Todd Anderson','Jay Stafin','Cameron Quinn','George Allen','Rob Madrigal','Otto Torriero','Osiris Maia','Grant Waterman','Wernei Cardoso','Jorge Alsonso','Mark Smith','Wolf Menninger','Raul Porrata','Frank Collazo','Peter Hickmott','Vitor Ribeiro','Liam Kerrigan','Steven Davis','Cyril Desjardins','Brad Jardine','Bobby Rehman','Eduardo Herdy','Al Guinee','Gary Forman','Bryan Miner','Kevin Sataki','Don Thais','Camila Albuquerque','Mike King','Lukasz Bosacki','Marco Goddard','Greg Kleynjans','Terry Hill','Gabe Barahona','Jordan Bass','Robbie Scheuermann','James Warring','Josh Ward','David Ferguson','Neil Swailes','Joe Solis','Piotr Michalak','John Hosegood','Steve Rita','Bill Bookwalter','James Chappell'}
@attribute round numeric
@attribute weightClass {Middleweight,'Light Heavyweight',Heavyweight,Welterweight,'Super Heavyweight',N/A,Lightweight,Bantamweight,Featherweight,Flyweight,Strawweight,Atomweight}
@attribute method {Submission,TKO,KO,Draw,Decision,DQ,NC,No}

@data
6,12,1,N/A,3,Featherweight,Decision
11,41,0,N/A,3,'Light Heavyweight',TKO
2,11,1,N/A,2,Heavyweight,TKO
3,4,0,N/A,2,Welterweight,KO
3,0,2,N/A,1,Featherweight,KO
11,3,1,N/A,2,Heavyweight,Submission
0,20,2,N/A,2,Middleweight,Submission
6,15,3,N/A,3,Middleweight,Decision
11,35,0,N/A,1,Heavyweight,Submission
4,10,2,N/A,5,Bantamweight,Decision
6,24,7,N/A,3,Heavyweight,TKO
8,0,3,N/A,2,Middleweight,TKO
7,20,5,N/A,3,'Light Heavyweight',Decision
1,15,1,N/A,2,Middleweight,TKO
4,0,2,N/A,3,'Light Heavyweight',Decision
6,15,1,N/A,3,Welterweight,Decision
5,0,4,N/A,2,Middleweight,Submission
14,45,2,N/A,2,Heavyweight,TKO
5,3,3,N/A,3,Heavyweight,KO
2,2,2,N/A,4,Welterweight,TKO
2,16,2,N/A,1,Middleweight,TKO
0,14,3,N/A,1,Middleweight,TKO
4,37,0,N/A,1,Heavyweight,Submission
3,15,2,N/A,1,Welterweight,Submission
3,15,3,N/A,3,Lightweight,Decision
4,0,1,N/A,3,Middleweight,Submission
7,11,5,N/A,2,Heavyweight,TKO
8,10,3,N/A,2,Featherweight,TKO
0,15,0,N/A,1,Welterweight,TKO
1,10,3,N/A,3,Featherweight,Decision
6,0,0,N/A,3,Middleweight,TKO
6,15,0,N/A,1,Middleweight,NC
2,15,2,N/A,3,Welterweight,Decision
8,20,2,N/A,3,'Light Heavyweight',Decision
?,?,?,N/A,3,Middleweight,Decision
3,0,1,N/A,1,Welterweight,Submission
9,0,1,N/A,2,Welterweight,TKO
?,30,?,N/A,2,Lightweight,TKO
5,15,3,N/A,1,Lightweight,TKO
3,4,0,N/A,4,Welterweight,TKO
9,57,4,N/A,1,'Light Heavyweight',TKO
3,0,6,N/A,1,Middleweight,KO
2,10,2,N/A,2,Lightweight,Submission
?,3,3,N/A,3,Middleweight,Decision
4,6,3,N/A,3,'Light Heavyweight',Decision
2,13,1,N/A,3,Middleweight,Decision
14,11,3,N/A,5,Heavyweight,Submission
?,5,5,N/A,2,Heavyweight,TKO
4,25,3,N/A,3,Featherweight,Decision
1,2,2,N/A,3,Featherweight,Decision
2,16,9,N/A,1,Heavyweight,TKO
2,15,1,N/A,1,Welterweight,KO
1,0,0,N/A,3,Middleweight,Decision
6,30,4,N/A,1,Lightweight,TKO
11,7,1,N/A,3,'Light Heavyweight',TKO
6,0,2,N/A,1,'Light Heavyweight',KO
8,0,0,N/A,1,Welterweight,TKO
5,4,0,N/A,1,Middleweight,Submission
5,1,1,N/A,1,Welterweight,TKO
9,36,5,N/A,1,Heavyweight,TKO
7,54,2,N/A,1,'Light Heavyweight',Submission
?,3,3,N/A,2,Middleweight,Submission
3,51,4,N/A,1,Heavyweight,TKO
14,12,3,'Larry Landless',1,Heavyweight,Submission
3,0,2,N/A,5,Featherweight,Draw
6,15,3,N/A,3,Middleweight,Decision
3,39,0,N/A,3,'Light Heavyweight',Decision
2,27,3,N/A,3,Featherweight,Decision
3,22,8,N/A,1,Heavyweight,TKO
0,0,1,N/A,3,Lightweight,Submission
0,15,3,N/A,5,Welterweight,Decision
11,0,2,N/A,2,Welterweight,Submission
?,3,0,N/A,3,Welterweight,Decision
?,25,3,N/A,2,Heavyweight,TKO
3,0,1,N/A,1,Middleweight,TKO
0,15,1,N/A,3,Welterweight,Decision
5,0,1,N/A,3,Lightweight,Decision
12,7,2,N/A,1,'Light Heavyweight',KO
6,2,1,N/A,3,'Light Heavyweight',TKO
3,15,3,N/A,1,Heavyweight,Submission
?,0,3,N/A,3,Lightweight,Decision
6,22,3,N/A,1,Middleweight,TKO
1,0,1,N/A,3,'Light Heavyweight',Draw
0,4,6,N/A,1,Heavyweight,DQ
4,0,2,N/A,1,Middleweight,TKO
9,11,1,N/A,2,Heavyweight,TKO
12,2,1,N/A,5,'Light Heavyweight',Decision
8,36,3,N/A,1,Heavyweight,KO
2,5,2,N/A,1,Heavyweight,TKO
7,7,1,N/A,3,Middleweight,Decision
8,20,0,N/A,1,Middleweight,TKO
13,2,0,N/A,1,Welterweight,Submission
1,2,1,N/A,1,Lightweight,KO
1,0,3,N/A,3,Welterweight,Submission
1,10,1,N/A,2,Lightweight,KO
1,11,1,N/A,1,Welterweight,Submission
4,0,2,N/A,3,Middleweight,TKO
?,10,3,N/A,1,Heavyweight,TKO
5,15,3,N/A,1,Middleweight,TKO
8,0,0,N/A,3,Welterweight,Decision
3,30,3,N/A,3,Heavyweight,Decision
?,30,2,N/A,1,Middleweight,Submission
3,0,?,N/A,2,Lightweight,TKO
14,18,1,N/A,1,Middleweight,TKO
5,25,0,N/A,1,Featherweight,Submission
?,4,4,N/A,3,Welterweight,Decision
0,4,6,N/A,2,Heavyweight,KO
5,0,1,N/A,1,Middleweight,Submission
1,1,0,N/A,3,Welterweight,Decision
4,2,4,N/A,3,Lightweight,Decision
3,35,0,N/A,3,Welterweight,Decision
6,0,0,N/A,2,'Light Heavyweight',KO
3,1,1,N/A,2,Welterweight,Submission
2,0,4,N/A,3,Lightweight,Decision
?,19,1,N/A,2,Heavyweight,TKO
1,0,2,N/A,2,Welterweight,KO
1,53,6,N/A,1,'Light Heavyweight',KO
?,10,0,N/A,1,Heavyweight,TKO
3,10,3,N/A,1,Lightweight,Submission
4,23,2,N/A,1,Heavyweight,KO
3,0,1,N/A,1,Middleweight,TKO
5,3,5,N/A,1,Heavyweight,TKO
?,0,4,N/A,3,Welterweight,Decision
5,15,3,N/A,3,Middleweight,Decision
8,35,0,N/A,3,Welterweight,Decision
1,20,1,N/A,2,'Light Heavyweight',Submission
5,0,1,N/A,1,Welterweight,TKO
14,18,1,N/A,3,'Light Heavyweight',TKO
5,16,0,N/A,2,Welterweight,Submission
2,0,2,N/A,1,'Light Heavyweight',KO
8,0,0,N/A,1,Middleweight,KO
2,30,2,N/A,1,Heavyweight,KO
?,0,0,N/A,2,Welterweight,Submission
1,1,3,N/A,3,Welterweight,Decision
2,2,0,N/A,1,Lightweight,KO
5,35,3,N/A,3,'Light Heavyweight',Decision
2,0,0,N/A,3,Middleweight,Submission
8,0,1,N/A,1,Welterweight,Submission
?,11,5,N/A,2,Middleweight,TKO
11,15,1,N/A,1,Middleweight,Submission
0,30,0,N/A,1,Middleweight,Submission
2,22,5,N/A,2,Middleweight,KO
5,24,4,N/A,1,Heavyweight,Submission
7,0,0,N/A,1,Middleweight,TKO
4,30,2,N/A,1,'Light Heavyweight',KO
2,0,?,N/A,1,'Light Heavyweight',KO
6,22,2,N/A,1,'Light Heavyweight',TKO
8,1,1,N/A,3,Welterweight,Decision
4,19,3,N/A,1,Welterweight,TKO
2,20,2,N/A,3,'Light Heavyweight',Decision
6,9,2,N/A,3,Middleweight,Submission
10,27,0,N/A,1,Middleweight,TKO
2,0,0,N/A,3,'Light Heavyweight',Decision
5,10,0,N/A,1,Lightweight,TKO
11,23,1,N/A,3,'Light Heavyweight',Decision
5,0,1,N/A,1,Middleweight,TKO
?,15,1,N/A,1,Welterweight,KO
1,0,3,N/A,1,Middleweight,TKO
3,15,2,N/A,1,Welterweight,KO
?,1,4,N/A,1,Welterweight,TKO
6,2,1,N/A,1,'Light Heavyweight',KO
3,54,3,N/A,2,'Light Heavyweight',Submission
1,11,1,N/A,1,Welterweight,Submission
3,0,2,N/A,2,Middleweight,Submission
1,15,2,N/A,3,Welterweight,Decision
11,15,0,N/A,1,Middleweight,Submission
3,16,1,N/A,3,Middleweight,Submission
5,17,2,N/A,3,'Light Heavyweight',Decision
1,6,3,N/A,1,Heavyweight,TKO
8,1,4,N/A,3,Welterweight,Decision
3,0,1,N/A,4,Middleweight,TKO
12,0,0,N/A,1,'Light Heavyweight',Submission
4,40,0,N/A,1,'Light Heavyweight',Submission
0,9,3,N/A,1,Middleweight,TKO
1,7,2,N/A,2,'Light Heavyweight',TKO
6,25,5,N/A,1,Welterweight,KO
8,0,0,'John McCarthy',3,Middleweight,Decision
0,15,0,'Herb Dean',3,Middleweight,Decision
3,0,1,'John McCarthy',3,'Light Heavyweight',Decision
10,6,1,'Cecil Peoples',1,Middleweight,TKO
6,0,1,'Steve Mazzagatti',1,Welterweight,Submission
6,0,3,'Herb Dean',1,Welterweight,TKO
1,25,2,'Cecil Peoples',2,Featherweight,TKO
4,19,1,'Steve Mazzagatti',1,Lightweight,TKO
6,19,1,N/A,4,'Light Heavyweight',TKO
9,32,6,N/A,1,Heavyweight,KO
2,2,1,N/A,3,'Light Heavyweight',Submission
9,16,2,N/A,2,Lightweight,Submission
9,11,2,N/A,1,Welterweight,Submission
7,1,0,N/A,3,Middleweight,Decision
1,20,2,N/A,3,'Light Heavyweight',Decision
2,20,?,N/A,2,'Light Heavyweight',KO
8,7,0,N/A,2,'Light Heavyweight',TKO
2,20,2,N/A,1,Middleweight,Submission
5,52,2,N/A,2,'Light Heavyweight',TKO
2,19,0,N/A,3,Lightweight,TKO
7,15,3,N/A,2,Lightweight,Submission
1,13,1,N/A,3,Middleweight,Decision
3,1,1,'Jon Schorle',3,Welterweight,TKO
5,36,1,'John McCarthy',1,Heavyweight,KO
?,35,1,'Herb Dean',1,Heavyweight,TKO
8,6,0,'Mario Yamasaki',1,'Light Heavyweight',TKO
2,0,1,'Herb Dean',2,'Light Heavyweight',Submission
8,0,1,'John McCarthy',2,Welterweight,TKO
3,4,4,'Mario Yamasaki',3,Middleweight,Decision
?,23,4,'John McCarthy',2,'Light Heavyweight',Submission
?,20,4,'Herb Dean',2,Middleweight,No
2,15,3,N/A,3,Lightweight,Decision
2,55,8,N/A,3,'Light Heavyweight',Decision
2,15,5,N/A,3,Lightweight,Decision
1,22,2,N/A,2,Featherweight,Submission
1,10,0,N/A,1,Lightweight,KO
10,15,1,N/A,2,Lightweight,TKO
4,80,0,N/A,2,Middleweight,TKO
2,0,1,'John McCarthy',1,Middleweight,KO
9,13,1,'Herb Dean',3,Heavyweight,KO
9,0,3,'John McCarthy',1,Welterweight,Submission
8,15,4,'Herb Dean',2,Welterweight,TKO
3,19,1,'Mario Yamasaki',3,Middleweight,Decision
?,1,0,'Herb Dean',2,'Light Heavyweight',Submission
?,15,1,'Mario Yamasaki',1,Welterweight,TKO
0,0,2,'Steve Mazzagatti',3,Welterweight,Decision
0,30,7,N/A,3,Heavyweight,Decision
1,0,?,N/A,1,'Light Heavyweight',Submission
1,4,0,N/A,1,Lightweight,Submission
8,0,2,N/A,1,Middleweight,TKO
0,15,2,N/A,1,Welterweight,Submission
1,1,2,N/A,1,Welterweight,TKO
4,0,2,N/A,1,Lightweight,TKO
?,0,4,N/A,3,Welterweight,TKO
6,2,1,N/A,2,'Light Heavyweight',KO
1,30,1,N/A,1,'Light Heavyweight',KO
1,57,1,N/A,1,'Light Heavyweight',TKO
10,0,2,N/A,1,'Light Heavyweight',Submission
1,0,1,N/A,3,Welterweight,Decision
10,14,2,N/A,3,Middleweight,Decision
?,45,2,N/A,2,'Light Heavyweight',TKO
2,8,5,N/A,1,Heavyweight,TKO
6,76,1,N/A,3,Middleweight,Decision
5,7,1,N/A,5,Middleweight,Decision
?,1,3,N/A,1,Welterweight,Submission
3,25,1,N/A,3,Welterweight,Decision
2,1,0,N/A,3,Middleweight,Decision
6,10,2,N/A,2,Featherweight,Submission
8,0,2,N/A,3,Lightweight,Decision
?,25,5,N/A,1,'Light Heavyweight',Submission
8,30,1,N/A,3,'Light Heavyweight',TKO
2,20,1,N/A,3,'Light Heavyweight',Decision
1,0,3,N/A,3,'Light Heavyweight',Decision
1,15,4,N/A,3,Welterweight,Decision
1,2,2,N/A,3,Middleweight,Decision
?,0,0,N/A,3,Welterweight,Decision
2,28,2,N/A,2,Middleweight,Submission
5,10,1,N/A,3,'Super Heavyweight',Submission
?,15,1,N/A,1,Welterweight,Submission
5,0,1,N/A,3,'Light Heavyweight',Decision
5,24,4,N/A,1,Heavyweight,TKO
10,15,7,N/A,3,Lightweight,Decision
4,0,1,N/A,3,'Light Heavyweight',Decision
9,0,2,N/A,1,Middleweight,Submission
7,33,7,N/A,3,Heavyweight,Decision
1,1,3,N/A,1,Welterweight,Submission
1,0,0,N/A,1,Middleweight,Submission
3,20,3,N/A,2,'Light Heavyweight',TKO
5,1,1,N/A,1,Welterweight,TKO
7,6,3,N/A,1,Welterweight,TKO
5,0,0,N/A,1,Middleweight,Submission
2,0,0,N/A,3,Lightweight,Decision
3,30,1,N/A,1,'Light Heavyweight',Submission
3,0,1,N/A,1,Welterweight,Submission
2,19,0,N/A,2,Middleweight,Submission
7,0,3,N/A,2,Lightweight,KO
7,1,2,N/A,2,Heavyweight,TKO
?,0,?,N/A,1,Lightweight,KO
8,10,1,N/A,1,Featherweight,Submission
2,20,5,N/A,2,Middleweight,TKO
2,20,4,N/A,3,Middleweight,Decision
3,34,0,N/A,3,Middleweight,Decision
?,20,6,N/A,1,Middleweight,Submission
?,20,4,N/A,1,'Light Heavyweight',Submission
9,2,2,N/A,1,Middleweight,KO
8,21,0,N/A,1,'Light Heavyweight',TKO
2,26,2,N/A,1,'Light Heavyweight',Submission
1,1,0,N/A,3,Welterweight,Decision
5,0,3,N/A,1,Middleweight,KO
2,0,4,N/A,3,'Light Heavyweight',Decision
5,9,1,N/A,3,Featherweight,Decision
3,15,0,N/A,3,Welterweight,Decision
4,25,4,N/A,1,'Light Heavyweight',TKO
5,13,2,N/A,2,Middleweight,TKO
?,25,3,N/A,1,Heavyweight,Submission
0,15,3,N/A,1,Welterweight,KO
5,24,4,'John McCarthy',5,Heavyweight,Decision
3,15,1,'Steve Mazzagatti',3,Lightweight,Decision
11,7,1,'Herb Dean',1,'Light Heavyweight',TKO
7,8,5,'Yves Lavigne',3,Heavyweight,Decision
6,0,3,'John McCarthy',2,Lightweight,TKO
4,15,0,'Yves Lavigne',3,Lightweight,Submission
1,33,6,'Herb Dean',1,Heavyweight,TKO
?,16,3,'Yves Lavigne',1,Heavyweight,TKO
0,4,2,'Steve Mazzagatti',3,Lightweight,Submission
1,14,0,N/A,3,Lightweight,Decision
0,15,2,N/A,2,Middleweight,KO
0,5,1,N/A,3,Middleweight,Decision
2,1,2,N/A,1,Welterweight,Submission
10,14,0,N/A,1,Welterweight,Submission
?,0,0,N/A,1,Welterweight,Submission
?,15,2,N/A,2,'Light Heavyweight',TKO
6,20,1,N/A,3,Middleweight,Decision
?,16,1,N/A,1,Welterweight,Submission
6,0,2,'John McCarthy',1,'Light Heavyweight',TKO
2,0,0,'Steve Mazzagatti',3,'Light Heavyweight',Decision
0,0,2,'Herb Dean',3,Welterweight,Submission
?,0,2,'Mario Yamasaki',1,Heavyweight,KO
10,0,2,'John McCarthy',3,Lightweight,Submission
?,45,0,'Herb Dean',1,Middleweight,Submission
5,11,0,'Steve Mazzagatti',1,Heavyweight,Submission
?,2,1,'Mario Yamasaki',1,'Light Heavyweight',Submission
3,0,0,'Herb Dean',3,Middleweight,Decision
5,25,0,'John McCarthy',3,Welterweight,TKO
0,22,1,'Steve Mazzagatti',3,Welterweight,Decision
6,0,1,'Herb Dean',2,Lightweight,KO
2,0,1,'John McCarthy',2,'Light Heavyweight',KO
10,20,2,'Herb Dean',1,Lightweight,KO
3,3,1,'Steve Mazzagatti',3,Lightweight,Decision
?,15,3,'John McCarthy',2,Heavyweight,KO
?,31,2,'Herb Dean',3,Lightweight,Decision
?,10,5,'Steve Mazzagatti',1,Lightweight,Submission
11,7,1,'John McCarthy',1,'Light Heavyweight',TKO
?,18,4,'Troy Waugh',1,Middleweight,Submission
5,20,0,'Jorge Alonso',1,Middleweight,Submission
3,0,2,'John McCarthy',3,'Light Heavyweight',Decision
7,1,0,'Troy Waugh',2,Middleweight,Submission
12,14,1,'Marco Lopez',1,Welterweight,Submission
1,20,5,'John McCarthy',3,Middleweight,Decision
4,15,0,'Troy Waugh',3,Welterweight,Decision
2,15,1,'Jorge Alonso',1,Welterweight,Submission
1,0,1,'John McCarthy',1,Middleweight,KO
3,10,4,'Steve Mazzagatti',5,Lightweight,Decision
2,30,2,'Mario Yamasaki',3,Middleweight,Decision
6,21,2,'Yves Lavigne',3,Heavyweight,Decision
12,15,3,'Mario Yamasaki',1,Lightweight,TKO
6,20,1,'Yves Lavigne',3,Middleweight,TKO
?,10,3,'Steve Mazzagatti',2,Featherweight,Submission
2,10,1,'John McCarthy',1,Lightweight,Submission
0,0,5,'Herb Dean',3,Welterweight,Decision
7,15,3,'John McCarthy',1,Middleweight,Submission
0,12,0,'Steve Mazzagatti',2,Featherweight,Submission
10,20,0,'Yves Lavigne',1,Middleweight,TKO
11,0,1,'Herb Dean',2,Welterweight,Submission
3,6,1,'John McCarthy',2,Middleweight,KO
7,15,0,'Steve Mazzagatti',1,Middleweight,Submission
1,15,1,'Yves Lavigne',3,Welterweight,Decision
8,0,1,'John McCarthy',2,Welterweight,TKO
3,27,11,'John McCarthy',5,Heavyweight,Decision
3,0,1,'Mario Yamasaki',1,Middleweight,TKO
2,57,1,'Steve Mazzagatti',1,'Light Heavyweight',TKO
10,1,0,'Mario Yamasaki',1,Lightweight,Submission
0,15,3,'Steve Mazzagatti',2,Welterweight,TKO
?,35,3,'John McCarthy',1,Heavyweight,KO
2,0,?,'Mario Yamasaki',2,'Light Heavyweight',TKO
3,0,1,'Steve Mazzagatti',3,'Light Heavyweight',Decision
1,15,2,'John McCarthy',1,Lightweight,KO
2,0,2,'Herb Dean',3,Welterweight,Decision
3,18,0,'Steve Mazzagatti',3,Welterweight,Decision
1,6,1,'John McCarthy',3,Welterweight,Decision
5,30,1,'Herb Dean',3,'Light Heavyweight',Decision
4,15,1,'Steve Mazzagatti',3,Middleweight,KO
7,2,1,'John McCarthy',1,Middleweight,TKO
7,0,0,'Herb Dean',3,Welterweight,Decision
?,0,?,'Steve Mazzagatti',3,Middleweight,Decision
2,3,0,'Herb Dean',1,Heavyweight,Submission
5,0,0,'Steve Mazzagatti',3,Middleweight,Submission
?,29,1,'Herb Dean',3,Heavyweight,Decision
6,0,0,'Mario Yamasaki',3,'Light Heavyweight',TKO
4,20,1,'John McCarthy',1,Middleweight,TKO
5,0,3,'Steve Mazzagatti',2,Middleweight,Submission
1,36,0,'Herb Dean',1,Heavyweight,KO
2,0,1,'Mario Yamasaki',1,Middleweight,TKO
9,1,2,'John McCarthy',2,Welterweight,KO
2,0,1,'Troy Waugh',2,'Light Heavyweight',KO
6,45,1,'John McCarthy',3,'Light Heavyweight',Decision
2,0,1,'Jorge Alonso',2,Lightweight,TKO
3,0,1,'John McCarthy',3,Middleweight,Decision
?,15,2,'Troy Waugh',3,Lightweight,Decision
?,2,0,'Jorge Alonso',1,'Light Heavyweight',Submission
5,2,2,'John McCarthy',3,Featherweight,Decision
?,50,1,'Troy Waugh',2,Lightweight,Submission
2,0,0,'Herb Dean',2,Middleweight,Submission
8,13,1,'Steve Mazzagatti',1,Heavyweight,TKO
11,0,0,'Yves Lavigne',1,Lightweight,TKO
7,1,4,'John McCarthy',2,'Light Heavyweight',KO
1,15,1,'Yves Lavigne',3,Welterweight,Decision
8,0,6,'Herb Dean',1,Middleweight,KO
3,10,0,'Steve Mazzagatti',3,Featherweight,Decision
2,20,1,'John McCarthy',3,Middleweight,Decision
4,6,7,'Yves Lavigne',3,Lightweight,Decision
11,62,7,'John McCarthy',5,'Light Heavyweight',Decision
4,15,0,'Herb Dean',1,Welterweight,Submission
1,0,1,'Herb Dean',2,Middleweight,TKO
1,0,2,'Mark Matheny',3,Welterweight,Decision
2,0,2,'John McCarthy',2,'Light Heavyweight',KO
?,0,1,'John McCarthy',1,'Light Heavyweight',TKO
3,0,3,'Mark Matheny',2,Middleweight,Submission
3,3,0,'Herb Dean',3,Lightweight,Decision
12,14,4,'Mark Matheny',1,Lightweight,Submission
1,0,2,'Steve Mazzagatti',1,Lightweight,Submission
0,5,2,'Herb Dean',3,Heavyweight,Decision
4,9,3,'John McCarthy',3,Featherweight,Submission
1,14,2,'Yves Lavigne',2,Heavyweight,Submission
5,19,1,'Steve Mazzagatti',3,Lightweight,Decision
4,0,1,'Herb Dean',1,Lightweight,Submission
1,32,1,'John McCarthy',3,Lightweight,Decision
2,15,2,'Yves Lavigne',3,Welterweight,Decision
3,9,1,'Herb Dean',3,Featherweight,Decision
7,0,4,'John McCarthy',1,Welterweight,TKO
4,15,0,'John McCarthy',3,Welterweight,Decision
4,10,0,'Mario Yamasaki',3,Lightweight,Decision
2,15,1,'Mario Yamasaki',3,Middleweight,Decision
2,0,4,'John McCarthy',2,Middleweight,Submission
1,10,3,'Kerry Hatley',3,Heavyweight,Decision
1,6,2,'Mario Yamasaki',3,Middleweight,Decision
2,0,1,'Kerry Hatley',2,Welterweight,Submission
3,35,3,'Kerry Hatley',2,Welterweight,KO
5,31,0,'Herb Dean',1,Heavyweight,KO
2,1,0,'Herb Dean',3,Heavyweight,Decision
8,14,1,'Steve Mazzagatti',2,Middleweight,TKO
2,18,2,'Mario Yamasaki',3,Middleweight,Decision
1,1,3,'Mario Yamasaki',3,Heavyweight,Decision
5,10,5,'Steve Mazzagatti',1,Lightweight,Submission
?,0,2,'Herb Dean',2,Featherweight,Submission
0,48,1,'Mario Yamasaki',1,Middleweight,TKO
?,25,2,'Steve Mazzagatti',1,Welterweight,Submission
3,15,0,'Herb Dean',3,Lightweight,TKO
9,1,1,'John McCarthy',1,'Light Heavyweight',TKO
2,14,0,'Herb Dean',3,Welterweight,Decision
9,0,5,'Mario Yamasaki',1,Middleweight,TKO
3,18,2,'Steve Mazzagatti',1,'Light Heavyweight',TKO
5,20,4,'Mario Yamasaki',3,'Light Heavyweight',Decision
4,3,?,'Herb Dean',1,Heavyweight,TKO
7,20,4,'Steve Mazzagatti',1,Middleweight,Submission
10,2,0,'John McCarthy',2,Featherweight,Submission
3,36,0,'Mario Yamasaki',1,Heavyweight,Submission
8,0,2,'John McCarthy',3,Lightweight,Decision
0,13,1,'Troy Waugh',2,Middleweight,Submission
?,15,5,'Jorge Alonso',1,Middleweight,KO
12,24,3,'John McCarthy',2,Featherweight,Submission
6,2,0,'Troy Waugh',3,Middleweight,Decision
15,0,7,'Jorge Alonso',2,Welterweight,Submission
15,0,?,'John McCarthy',1,Lightweight,Submission
?,35,2,'Troy Waugh',1,'Light Heavyweight',KO
3,0,2,'Jorge Alonso',3,Lightweight,Decision
7,0,1,'John McCarthy',3,Middleweight,Decision
3,0,3,'Herb Dean',3,'Light Heavyweight',Decision
1,0,0,'Yves Lavigne',2,Middleweight,TKO
3,10,1,'John McCarthy',3,Lightweight,Decision
1,20,2,'Herb Dean',2,'Light Heavyweight',Submission
?,0,2,'Yves Lavigne',1,Welterweight,KO
14,29,1,'Herb Dean',2,Heavyweight,TKO
?,15,3,'Yves Lavigne',1,Lightweight,Submission
4,10,2,'Steve Mazzagatti',2,Featherweight,Submission
4,20,7,'Herb Dean',2,Lightweight,Submission
?,0,2,'Yves Lavigne',1,Middleweight,Submission
3,11,0,'Steve Mazzagatti',2,Lightweight,TKO
1,15,1,'Herb Dean',2,Lightweight,Submission
7,10,7,'Herb Dean',1,Featherweight,TKO
2,20,2,'Steve Mazzagatti',2,Lightweight,No
5,10,1,'Herb Dean',1,Featherweight,Submission
3,0,3,'Yves Lavigne',1,Lightweight,TKO
6,0,1,'Yves Lavigne',1,Featherweight,Submission
4,0,2,'John McCarthy',1,Middleweight,TKO
4,0,3,'John McCarthy',3,'Light Heavyweight',Draw
1,0,0,'John McCarthy',5,Lightweight,Decision
2,10,1,'Yves Lavigne',3,Heavyweight,Decision
6,1,1,'Jon Schorle',1,'Light Heavyweight',Submission
5,5,3,'Yves Lavigne',3,Lightweight,Decision
2,1,1,'Jon Schorle',1,Welterweight,Submission
0,10,3,'Jon Schorle',1,Featherweight,TKO
16,55,1,'Herb Dean',3,'Light Heavyweight',TKO
4,0,0,'John McCarthy',3,Welterweight,Decision
7,0,0,'Steve Mazzagatti',3,Lightweight,TKO
3,0,1,'John McCarthy',3,Lightweight,Decision
2,15,7,'Herb Dean',1,Welterweight,TKO
1,2,1,'Steve Mazzagatti',2,'Light Heavyweight',Submission
3,22,1,'John McCarthy',1,Heavyweight,Submission
4,10,3,'Herb Dean',1,Middleweight,Submission
8,25,3,'Steve Mazzagatti',3,Featherweight,Decision
8,21,0,'John McCarthy',5,'Light Heavyweight',Decision
3,20,0,'Mario Yamasaki',3,Middleweight,Decision
1,7,2,'John McCarthy',3,Heavyweight,Decision
6,15,4,'Yves Lavigne',1,Welterweight,Submission
9,18,1,'Yves Lavigne',1,'Light Heavyweight',TKO
3,0,3,'Mario Yamasaki',3,Lightweight,Decision
0,23,0,'John McCarthy',2,Heavyweight,TKO
2,9,1,'Yves Lavigne',2,Featherweight,KO
?,1,1,'Mario Yamasaki',1,Welterweight,TKO
0,2,1,'Mario Yamasaki',1,Featherweight,Submission
0,0,4,'Herb Dean',3,Middleweight,KO
4,10,3,'Steve Mazzagatti',1,Lightweight,Submission
